,angry,sad,disgust,fear,neutral,happy,SpkrID,Gender,Split_Set
1024_ITH_HAP_XX.wav,0.1072413793103448,0.01,0.139655172413793,0.01,0.4637931034482758,0.2693103448275862,1024,Female,Train
1033_TAI_NEU_XX.wav,0.1009677419354838,0.01,0.0706451612903225,0.0403225806451612,0.7680645161290321,0.01,1033,Male,Train
1045_IWL_NEU_XX.wav,0.1312903225806451,0.01,0.0706451612903225,0.01,0.7074193548387097,0.0706451612903225,1045,Male,Train
1054_ITH_ANG_XX.wav,0.5254838709677419,0.01,0.222258064516129,0.1919354838709677,0.0403225806451612,0.01,1054,Female,Train
1018_MTI_HAP_XX.wav,0.01,0.104,0.01,0.104,0.104,0.6679999999999999,1018,Female,Train
1003_IEO_DIS_MD.wav,0.01,0.3738709677419354,0.3132258064516128,0.0706451612903225,0.1919354838709677,0.0403225806451612,1003,Female,Train
1042_MTI_ANG_XX.wav,0.2829032258064516,0.01,0.434516129032258,0.0706451612903225,0.1616129032258064,0.0403225806451612,1042,Male,Train
1030_IWW_ANG_XX.wav,0.4648387096774193,0.0403225806451612,0.3738709677419354,0.0403225806451612,0.0706451612903225,0.01,1030,Female,Train
1051_ITH_NEU_XX.wav,0.01,0.0706451612903225,0.01,0.01,0.8590322580645161,0.0403225806451612,1051,Male,Train
1012_TAI_HAP_XX.wav,0.01,0.0706451612903225,0.01,0.01,0.3132258064516128,0.5861290322580646,1012,Female,Train
1006_TIE_HAP_XX.wav,0.0403225806451612,0.0706451612903225,0.0403225806451612,0.0403225806451612,0.7680645161290321,0.0403225806451612,1006,Female,Train
1039_MTI_NEU_XX.wav,0.01,0.1312903225806451,0.01,0.01,0.7983870967741935,0.0403225806451612,1039,Male,Train
1009_IOM_FEA_XX.wav,0.0706451612903225,0.01,0.01,0.737741935483871,0.1312903225806451,0.0403225806451612,1009,Female,Train
1021_IWL_FEA_XX.wav,0.01,0.1666666666666666,0.01,0.2606666666666666,0.5426666666666666,0.01,1021,Female,Train
1036_TAI_ANG_XX.wav,0.8287096774193549,0.0403225806451612,0.1009677419354838,0.01,0.01,0.01,1036,Male,Train
1015_TAI_FEA_XX.wav,0.01,0.4951612903225806,0.01,0.4041935483870967,0.0706451612903225,0.01,1015,Male,Train
1027_IWW_NEU_XX.wav,0.01,0.01,0.1312903225806451,0.1312903225806451,0.6770967741935484,0.0403225806451612,1027,Male,Train
1048_IWL_ANG_XX.wav,0.7983870967741935,0.0403225806451612,0.1312903225806451,0.01,0.01,0.01,1048,Male,Train
1004_TIE_ANG_XX.wav,0.95,0.01,0.01,0.01,0.01,0.01,1004,Female,Train
1022_IOM_DIS_XX.wav,0.01,0.198,0.574,0.1353333333333333,0.0726666666666666,0.01,1022,Male,Train
1037_MTI_SAD_XX.wav,0.01,0.7306666666666667,0.01,0.198,0.0413333333333333,0.01,1037,Female,Train
1001_IEO_DIS_HI.wav,0.3435483870967742,0.01,0.434516129032258,0.0403225806451612,0.1009677419354838,0.0706451612903225,1001,Male,Train
1034_TAI_DIS_XX.wav,0.01,0.2606666666666666,0.3233333333333333,0.01,0.3546666666666666,0.0413333333333333,1034,Male,Train
1028_IWW_DIS_XX.wav,0.1666666666666666,0.104,0.6679999999999999,0.01,0.0413333333333333,0.01,1028,Female,Train
1019_TIE_SAD_XX.wav,0.0413333333333333,0.198,0.01,0.1353333333333333,0.6053333333333333,0.01,1019,Male,Train
1040_MTI_DIS_XX.wav,0.01,0.4486666666666666,0.0413333333333333,0.2606666666666666,0.2293333333333333,0.01,1040,Male,Train
1016_MTI_ANG_XX.wav,0.5861290322580646,0.0403225806451612,0.1919354838709677,0.0706451612903225,0.1009677419354838,0.01,1016,Male,Train
1013_MTI_NEU_XX.wav,0.01,0.1616129032258064,0.01,0.0403225806451612,0.7680645161290321,0.01,1013,Female,Train
1025_IWW_SAD_XX.wav,0.0413333333333333,0.292,0.0413333333333333,0.3546666666666666,0.2606666666666666,0.01,1025,Female,Train
1010_TAI_ANG_XX.wav,0.6164516129032257,0.0403225806451612,0.222258064516129,0.01,0.0403225806451612,0.0706451612903225,1010,Female,Train
1049_ITH_SAD_XX.wav,0.01,0.4486666666666666,0.01,0.2293333333333333,0.2606666666666666,0.0413333333333333,1049,Female,Train
1007_IOM_NEU_XX.wav,0.1009677419354838,0.0403225806451612,0.1009677419354838,0.01,0.6467741935483869,0.1009677419354838,1007,Female,Train
1043_IWL_SAD_XX.wav,0.0726666666666666,0.6679999999999999,0.0413333333333333,0.1666666666666666,0.0413333333333333,0.01,1043,Female,Train
1052_ITH_DIS_XX.wav,0.0726666666666666,0.1666666666666666,0.2606666666666666,0.3233333333333333,0.1353333333333333,0.0413333333333333,1052,Female,Train
1046_IWL_DIS_XX.wav,0.1353333333333333,0.0726666666666666,0.48,0.0726666666666666,0.2293333333333333,0.01,1046,Female,Train
1031_TAI_SAD_XX.wav,0.01,0.4173333333333333,0.0413333333333333,0.0726666666666666,0.4486666666666666,0.01,1031,Male,Train
1027_DFA_DIS_XX.wav,0.0435714285714285,0.0435714285714285,0.6478571428571429,0.0435714285714285,0.2114285714285714,0.01,1027,Male,Train
1030_ITS_SAD_XX.wav,0.1442857142857142,0.245,0.1107142857142857,0.1778571428571428,0.3121428571428571,0.01,1030,Female,Train
1003_IWL_ANG_XX.wav,0.8492857142857143,0.01,0.0771428571428571,0.01,0.0435714285714285,0.01,1003,Female,Train
1006_ITH_NEU_XX.wav,0.0435714285714285,0.1107142857142857,0.01,0.0435714285714285,0.782142857142857,0.01,1006,Female,Train
1042_WSI_SAD_XX.wav,0.0435714285714285,0.1778571428571428,0.2114285714285714,0.01,0.5471428571428572,0.01,1042,Male,Train
1049_IEO_HAP_MD.wav,0.01,0.01,0.0448148148148148,0.01,0.1144444444444444,0.8107407407407408,1049,Female,Train
1018_IWL_SAD_XX.wav,0.0435714285714285,0.3121428571428571,0.0435714285714285,0.01,0.5807142857142856,0.01,1018,Female,Train
1045_WSI_DIS_XX.wav,0.1778571428571428,0.0435714285714285,0.3457142857142857,0.0435714285714285,0.3792857142857142,0.01,1045,Male,Train
1039_TSI_DIS_XX.wav,0.01,0.01,0.7149999999999999,0.0435714285714285,0.2114285714285714,0.01,1039,Male,Train
1024_DFA_SAD_XX.wav,0.0771428571428571,0.2785714285714285,0.0771428571428571,0.1107142857142857,0.4464285714285714,0.01,1024,Female,Train
1052_IEO_SAD_MD.wav,0.01,0.1442857142857142,0.01,0.01,0.8157142857142856,0.01,1052,Female,Train
1015_MTI_DIS_XX.wav,0.1778571428571428,0.3792857142857142,0.0771428571428571,0.1778571428571428,0.1778571428571428,0.01,1015,Male,Train
1036_TSI_SAD_XX.wav,0.01,0.3457142857142857,0.0771428571428571,0.4128571428571428,0.0435714285714285,0.1107142857142857,1036,Male,Train
1009_ITS_ANG_XX.wav,0.6142857142857143,0.01,0.2114285714285714,0.0771428571428571,0.0771428571428571,0.01,1009,Female,Train
1033_ITS_DIS_XX.wav,0.0771428571428571,0.01,0.6478571428571429,0.0771428571428571,0.1778571428571428,0.01,1033,Male,Train
1012_TSI_NEU_XX.wav,0.01,0.01,0.0771428571428571,0.0771428571428571,0.7149999999999999,0.1107142857142857,1012,Female,Train
1021_ITH_DIS_XX.wav,0.01,0.245,0.1778571428571428,0.4128571428571428,0.1442857142857142,0.01,1021,Female,Train
1018_IWL_HAP_XX.wav,0.139655172413793,0.01,0.0424137931034482,0.01,0.2368965517241379,0.5610344827586207,1018,Female,Train
1021_ITH_FEA_XX.wav,0.01,0.2693103448275862,0.01,0.4313793103448275,0.2693103448275862,0.01,1021,Female,Train
1045_WSI_FEA_XX.wav,0.01,0.1107142857142857,0.0771428571428571,0.1778571428571428,0.6142857142857143,0.01,1045,Male,Train
1039_TSI_FEA_XX.wav,0.0435714285714285,0.1442857142857142,0.01,0.6814285714285715,0.1107142857142857,0.01,1039,Male,Train
1049_IEO_HAP_LO.wav,0.0435714285714285,0.01,0.0435714285714285,0.1107142857142857,0.2114285714285714,0.5807142857142856,1049,Female,Train
1024_DFA_HAP_XX.wav,0.01,0.0435714285714285,0.01,0.0435714285714285,0.5471428571428572,0.3457142857142857,1024,Female,Train
1033_ITS_FEA_XX.wav,0.01,0.01,0.01,0.95,0.01,0.01,1033,Male,Train
1036_TSI_HAP_XX.wav,0.0771428571428571,0.01,0.1778571428571428,0.2114285714285714,0.1107142857142857,0.4128571428571428,1036,Male,Train
1009_IWW_FEA_XX.wav,0.01,0.0424137931034482,0.0424137931034482,0.7879310344827585,0.0748275862068965,0.0424137931034482,1009,Female,Train
1003_TIE_FEA_XX.wav,0.0424137931034482,0.0424137931034482,0.1072413793103448,0.6582758620689655,0.139655172413793,0.01,1003,Female,Train
1012_MTI_HAP_XX.wav,0.01,0.0748275862068965,0.01,0.0424137931034482,0.2368965517241379,0.6258620689655172,1012,Female,Train
1006_IOM_HAP_XX.wav,0.0424137931034482,0.01,0.139655172413793,0.01,0.1720689655172413,0.6258620689655172,1006,Female,Train
1042_WSI_HAP_XX.wav,0.4128571428571428,0.0435714285714285,0.0435714285714285,0.01,0.1778571428571428,0.3121428571428571,1042,Male,Train
1015_MTI_FEA_XX.wav,0.0424137931034482,0.1072413793103448,0.1072413793103448,0.3989655172413792,0.3017241379310345,0.0424137931034482,1015,Male,Train
1052_IEO_SAD_LO.wav,0.01,0.1778571428571428,0.1442857142857142,0.01,0.6478571428571429,0.01,1052,Female,Train
1027_DFA_FEA_XX.wav,0.2114285714285714,0.1442857142857142,0.1442857142857142,0.1442857142857142,0.3457142857142857,0.01,1027,Male,Train
1030_ITS_HAP_XX.wav,0.01,0.01,0.01,0.0435714285714285,0.3121428571428571,0.6142857142857143,1030,Female,Train
1054_TSI_DIS_XX.wav,0.1107142857142857,0.0435714285714285,0.48,0.2114285714285714,0.1442857142857142,0.01,1054,Female,Train
1021_MTI_SAD_XX.wav,0.01,0.3121428571428571,0.0435714285714285,0.0435714285714285,0.5807142857142856,0.01,1021,Female,Train
1030_IWL_DIS_XX.wav,0.0435714285714285,0.01,0.7149999999999999,0.0435714285714285,0.1778571428571428,0.01,1030,Female,Train
1009_ITH_NEU_XX.wav,0.0424137931034482,0.0748275862068965,0.0748275862068965,0.0748275862068965,0.6906896551724138,0.0424137931034482,1009,Female,Train
1006_TAI_ANG_XX.wav,0.7231034482758619,0.01,0.1072413793103448,0.01,0.139655172413793,0.01,1006,Female,Train
1003_TAI_NEU_XX.wav,0.0771428571428571,0.0435714285714285,0.1107142857142857,0.0771428571428571,0.6478571428571429,0.0435714285714285,1003,Female,Train
1012_ITH_ANG_XX.wav,0.6906896551724138,0.01,0.1072413793103448,0.0748275862068965,0.1072413793103448,0.01,1012,Female,Train
1042_DFA_DIS_XX.wav,0.1778571428571428,0.01,0.7149999999999999,0.01,0.0771428571428571,0.01,1042,Male,Train
1033_ITH_SAD_XX.wav,0.0435714285714285,0.0771428571428571,0.0771428571428571,0.4464285714285714,0.3457142857142857,0.01,1033,Male,Train
1018_IWW_DIS_XX.wav,0.0424137931034482,0.0424137931034482,0.6906896551724138,0.2044827586206896,0.01,0.01,1018,Female,Train
1024_MTI_DIS_XX.wav,0.1778571428571428,0.0435714285714285,0.48,0.1442857142857142,0.1107142857142857,0.0435714285714285,1024,Female,Train
1051_TSI_SAD_XX.wav,0.1107142857142857,0.1107142857142857,0.0435714285714285,0.0771428571428571,0.6142857142857143,0.0435714285714285,1051,Male,Train
1027_IWL_SAD_XX.wav,0.0435714285714285,0.3121428571428571,0.1442857142857142,0.0771428571428571,0.3792857142857142,0.0435714285714285,1027,Male,Train
1015_DFA_NEU_XX.wav,0.1442857142857142,0.01,0.01,0.01,0.7149999999999999,0.1107142857142857,1015,Male,Train
1048_ITS_DIS_XX.wav,0.1107142857142857,0.0771428571428571,0.3457142857142857,0.3457142857142857,0.1107142857142857,0.01,1048,Male,Train
1045_ITS_SAD_XX.wav,0.01,0.1107142857142857,0.1778571428571428,0.2114285714285714,0.4464285714285714,0.0435714285714285,1045,Male,Train
1036_ITH_DIS_XX.wav,0.1778571428571428,0.1107142857142857,0.48,0.0771428571428571,0.1107142857142857,0.0435714285714285,1036,Male,Train
1039_DFA_SAD_XX.wav,0.0435714285714285,0.5807142857142856,0.0771428571428571,0.01,0.2785714285714285,0.01,1039,Male,Train
1037_IEO_DIS_MD.wav,0.1666666666666666,0.198,0.5113333333333333,0.0726666666666666,0.0413333333333333,0.01,1037,Female,Train
1046_IOM_HAP_XX.wav,0.0413333333333333,0.01,0.0413333333333333,0.0413333333333333,0.574,0.292,1046,Female,Train
1034_IEO_FEA_MD.wav,0.2293333333333333,0.0413333333333333,0.198,0.104,0.4173333333333333,0.01,1034,Male,Train
1043_TIE_FEA_XX.wav,0.0413333333333333,0.2606666666666666,0.0726666666666666,0.5113333333333333,0.104,0.01,1043,Female,Train
1010_IEO_ANG_HI.wav,0.8590322580645161,0.01,0.0706451612903225,0.01,0.0403225806451612,0.01,1010,Female,Train
1006_WSI_NEU_XX.wav,0.0403225806451612,0.0403225806451612,0.0403225806451612,0.01,0.8590322580645161,0.01,1006,Female,Train
1025_IEO_HAP_MD.wav,0.01,0.01,0.01,0.01,0.3233333333333333,0.6366666666666666,1025,Female,Train
1052_IWW_HAP_XX.wav,0.01,0.01,0.0413333333333333,0.1353333333333333,0.1666666666666666,0.6366666666666666,1052,Female,Train
1003_TSI_ANG_XX.wav,0.6366666666666666,0.01,0.2293333333333333,0.01,0.0413333333333333,0.0726666666666666,1003,Female,Train
1040_TIE_HAP_XX.wav,0.0413333333333333,0.0413333333333333,0.0726666666666666,0.104,0.104,0.6366666666666666,1040,Male,Train
1049_IOM_FEA_XX.wav,0.0413333333333333,0.2606666666666666,0.0726666666666666,0.386,0.198,0.0413333333333333,1049,Female,Train
1013_IEO_FEA_HI.wav,0.1009677419354838,0.0403225806451612,0.01,0.6467741935483869,0.1009677419354838,0.1009677419354838,1013,Female,Train
1028_IEO_SAD_MD.wav,0.01,0.4173333333333333,0.0413333333333333,0.01,0.5113333333333333,0.01,1028,Female,Train
1016_IEO_DIS_HI.wav,0.0726666666666666,0.104,0.7306666666666667,0.0413333333333333,0.0413333333333333,0.01,1016,Male,Train
1031_IEO_ANG_MD.wav,0.4173333333333333,0.0413333333333333,0.1353333333333333,0.01,0.3233333333333333,0.0726666666666666,1031,Male,Train
1032_WSI_HAP_XX.wav,0.0706451612903225,0.01,0.01,0.01,0.3738709677419354,0.5254838709677419,1032,Male,Train
1008_DFA_DIS_XX.wav,0.434516129032258,0.0706451612903225,0.3738709677419354,0.0706451612903225,0.0403225806451612,0.01,1008,Female,Train
1011_WSI_SAD_XX.wav,0.01,0.222258064516129,0.01,0.1009677419354838,0.6467741935483869,0.01,1011,Male,Train
1029_TSI_FEA_XX.wav,0.0403225806451612,0.01,0.01,0.8287096774193549,0.01,0.1009677419354838,1029,Female,Train
1023_ITS_FEA_XX.wav,0.0403225806451612,0.1009677419354838,0.1312903225806451,0.6770967741935484,0.0403225806451612,0.01,1023,Male,Train
1026_TSI_HAP_XX.wav,0.01,0.0403225806451612,0.1009677419354838,0.0403225806451612,0.0403225806451612,0.7680645161290321,1026,Male,Train
1018_IEO_HAP_MD.wav,0.01,0.1009677419354838,0.01,0.01,0.2525806451612903,0.6164516129032257,1018,Female,Train
1039_IEO_HAP_LO.wav,0.01,0.0403225806451612,0.0403225806451612,0.01,0.2829032258064516,0.6164516129032257,1039,Male,Train
1005_DFA_SAD_XX.wav,0.01,0.0403225806451612,0.0706451612903225,0.1312903225806451,0.737741935483871,0.01,1005,Male,Train
1035_WSI_FEA_XX.wav,0.0706451612903225,0.0403225806451612,0.1919354838709677,0.5861290322580646,0.1009677419354838,0.01,1035,Male,Train
1002_ITH_DIS_XX.wav,0.0403225806451612,0.1312903225806451,0.1616129032258064,0.5558064516129032,0.0403225806451612,0.0706451612903225,1002,Female,Train
1045_IEO_ANG_LO.wav,0.0403225806451612,0.0403225806451612,0.1616129032258064,0.0706451612903225,0.6770967741935484,0.01,1045,Male,Train
1048_IEO_FEA_LO.wav,0.0403225806451612,0.01,0.0403225806451612,0.7680645161290321,0.1009677419354838,0.0403225806451612,1048,Male,Train
1020_ITS_HAP_XX.wav,0.01,0.01,0.01,0.01,0.1616129032258064,0.7983870967741935,1020,Female,Train
1054_TIE_NEU_XX.wav,0.0403225806451612,0.1009677419354838,0.0706451612903225,0.0403225806451612,0.737741935483871,0.01,1054,Female,Train
1014_WSI_DIS_XX.wav,0.2829032258064516,0.1009677419354838,0.3738709677419354,0.0403225806451612,0.1919354838709677,0.01,1014,Male,Train
1042_IEO_SAD_LO.wav,0.01,0.3435483870967742,0.0706451612903225,0.0706451612903225,0.4951612903225806,0.01,1042,Male,Train
1051_IEO_DIS_LO.wav,0.0403225806451612,0.1312903225806451,0.1312903225806451,0.1009677419354838,0.5254838709677419,0.0706451612903225,1051,Male,Train
1048_IEO_SAD_LO.wav,0.01,0.01,0.3665517241379309,0.01,0.5934482758620689,0.01,1048,Male,Train
1051_IEO_ANG_LO.wav,0.3017241379310345,0.0424137931034482,0.3989655172413792,0.01,0.2044827586206896,0.0424137931034482,1051,Male,Train
1054_IEO_FEA_LO.wav,0.139655172413793,0.2044827586206896,0.139655172413793,0.2368965517241379,0.2368965517241379,0.0424137931034482,1054,Female,Train
1041_WSI_FEA_XX.wav,0.1072413793103448,0.1720689655172413,0.1720689655172413,0.2693103448275862,0.2693103448275862,0.01,1041,Male,Train
1026_ITS_HAP_XX.wav,0.0748275862068965,0.01,0.0424137931034482,0.1072413793103448,0.139655172413793,0.6258620689655172,1026,Male,Train
1029_ITS_FEA_XX.wav,0.01,0.01,0.01,0.8851724137931034,0.0424137931034482,0.0424137931034482,1029,Female,Train
1008_ITH_DIS_XX.wav,0.01,0.3121428571428571,0.1107142857142857,0.3457142857142857,0.1778571428571428,0.0435714285714285,1008,Female,Train
1002_IWL_DIS_XX.wav,0.0424137931034482,0.0748275862068965,0.0424137931034482,0.3341379310344827,0.2693103448275862,0.2368965517241379,1002,Female,Train
1032_TSI_HAP_XX.wav,0.01,0.0424137931034482,0.0424137931034482,0.0424137931034482,0.3017241379310345,0.5610344827586207,1032,Male,Train
1045_IEO_HAP_LO.wav,0.01,0.0424137931034482,0.0424137931034482,0.01,0.3341379310344827,0.5610344827586207,1045,Male,Train
1035_TSI_FEA_XX.wav,0.0748275862068965,0.0424137931034482,0.139655172413793,0.4637931034482758,0.2693103448275862,0.01,1035,Male,Train
1020_DFA_HAP_XX.wav,0.01,0.0424137931034482,0.01,0.0424137931034482,0.1720689655172413,0.7231034482758619,1020,Female,Train
1023_DFA_FEA_XX.wav,0.0748275862068965,0.0748275862068965,0.0424137931034482,0.4637931034482758,0.2368965517241379,0.1072413793103448,1023,Male,Train
1011_TSI_SAD_XX.wav,0.01,0.1778571428571428,0.0435714285714285,0.0771428571428571,0.6814285714285715,0.01,1011,Male,Train
1005_ITH_SAD_XX.wav,0.0435714285714285,0.1442857142857142,0.0771428571428571,0.2114285714285714,0.5135714285714286,0.01,1005,Male,Train
1038_WSI_HAP_XX.wav,0.01,0.0424137931034482,0.0748275862068965,0.01,0.139655172413793,0.7231034482758619,1038,Male,Train
1014_IWL_HAP_XX.wav,0.1072413793103448,0.01,0.1072413793103448,0.01,0.139655172413793,0.6258620689655172,1014,Male,Train
1017_IWL_FEA_XX.wav,0.3017241379310345,0.01,0.0748275862068965,0.1072413793103448,0.4962068965517241,0.01,1017,Male,Train
1032_ITS_DIS_XX.wav,0.0726666666666666,0.0413333333333333,0.198,0.198,0.4486666666666666,0.0413333333333333,1032,Male,Train
1011_MTI_SAD_XX.wav,0.01,0.386,0.0413333333333333,0.0413333333333333,0.48,0.0413333333333333,1011,Male,Train
1038_TSI_DIS_XX.wav,0.0726666666666666,0.01,0.8246666666666667,0.01,0.01,0.0726666666666666,1038,Male,Train
1029_ITS_SAD_XX.wav,0.01,0.292,0.01,0.6366666666666666,0.0413333333333333,0.01,1029,Female,Train
1017_IWL_SAD_XX.wav,0.0413333333333333,0.0726666666666666,0.01,0.01,0.856,0.01,1017,Male,Train
1051_IEO_SAD_MD.wav,0.0413333333333333,0.1353333333333333,0.0413333333333333,0.0726666666666666,0.6679999999999999,0.0413333333333333,1051,Male,Train
1041_WSI_SAD_XX.wav,0.0726666666666666,0.198,0.0413333333333333,0.0726666666666666,0.574,0.0413333333333333,1041,Male,Train
1023_DFA_SAD_XX.wav,0.0413333333333333,0.1353333333333333,0.104,0.0413333333333333,0.6679999999999999,0.01,1023,Male,Train
1026_DFA_DIS_XX.wav,0.2293333333333333,0.0726666666666666,0.6679999999999999,0.01,0.01,0.01,1026,Male,Train
1020_ITH_DIS_XX.wav,0.0413333333333333,0.4173333333333333,0.198,0.104,0.198,0.0413333333333333,1020,Female,Train
1044_WSI_DIS_XX.wav,0.4173333333333333,0.104,0.1666666666666666,0.292,0.01,0.01,1044,Male,Train
1005_ITH_NEU_XX.wav,0.01,0.0726666666666666,0.01,0.0413333333333333,0.856,0.01,1005,Male,Train
1048_IEO_HAP_MD.wav,0.01,0.104,0.01,0.01,0.2606666666666666,0.6053333333333333,1048,Male,Train
1035_TSI_SAD_XX.wav,0.0413333333333333,0.198,0.5426666666666666,0.1353333333333333,0.0726666666666666,0.01,1035,Male,Train
1054_IEO_ANG_MD.wav,0.6053333333333333,0.01,0.1666666666666666,0.0726666666666666,0.104,0.0413333333333333,1054,Female,Train
1008_ITH_ANG_XX.wav,0.6993333333333333,0.01,0.1353333333333333,0.104,0.0413333333333333,0.01,1008,Female,Train
1014_MTI_DIS_XX.wav,0.2293333333333333,0.1353333333333333,0.48,0.0726666666666666,0.0726666666666666,0.01,1014,Male,Train
1002_IWL_ANG_XX.wav,0.6582758620689655,0.01,0.139655172413793,0.01,0.1720689655172413,0.01,1002,Female,Train
1034_IEO_FEA_LO.wav,0.01,0.1778571428571428,0.0435714285714285,0.1107142857142857,0.6478571428571429,0.01,1034,Male,Train
1046_IOM_NEU_XX.wav,0.1107142857142857,0.1107142857142857,0.0435714285714285,0.01,0.7149999999999999,0.01,1046,Female,Train
1016_IEO_DIS_MD.wav,0.1442857142857142,0.1107142857142857,0.5471428571428572,0.0771428571428571,0.0771428571428571,0.0435714285714285,1016,Male,Train
1028_IEO_SAD_LO.wav,0.01,0.245,0.1107142857142857,0.0435714285714285,0.5807142857142856,0.01,1028,Female,Train
1021_WSI_FEA_XX.wav,0.01,0.4128571428571428,0.0435714285714285,0.2785714285714285,0.245,0.01,1021,Female,Train
1049_IOM_ANG_XX.wav,0.48,0.0435714285714285,0.2114285714285714,0.0435714285714285,0.1442857142857142,0.0771428571428571,1049,Female,Train
1031_IEO_ANG_LO.wav,0.1107142857142857,0.0771428571428571,0.01,0.0771428571428571,0.7149999999999999,0.01,1031,Male,Train
